timestamp,funding_rate,trade_size,entry_spot,close_spot,entry_futures,close_futures,total_profit,funding_profit,spot_pnl,futures_pnl,fees,coin
2024-02-27 16:00:00,0.00073521,0.01838,56745.66,57037.34,56775.0,57074.5,-2.514130397355129,0.767209647645,3.269746859999871,-6.551086905,3.1376084450000006,BTC
2024-02-29 00:00:00,0.00053538,0.01338,62432.1,62707.17,62487.9,62761.5,-2.0449884705512247,0.44762484804876,2.0060731673999963,-4.498686485999981,2.5122819186,BTC
2024-02-29 08:00:00,0.00069091,0.01727,62707.17,62768.02,62761.5,62809.1,-2.2735599589444506,0.74887120335555,-1.1160770313000254,-1.906354130999975,3.2512586623000006,BTC
2024-02-29 16:00:00,0.00076337,0.01908,62768.02,61130.98,62809.1,61203.3,-3.2283096187136024,0.9148207972863599,-33.59871611999988,29.455585703999915,3.5470712160000004,BTC
2024-03-01 00:00:00,0.00057031,0.01425,61130.98,61434.0,61203.3,61485.8,-1.8309066326722956,0.49739416982775,2.571484034999955,-4.8997848375,2.6207108025,BTC
2024-03-01 08:00:00,0.00053322,0.01333,61434.0,61263.99,61485.8,61335.3,-2.2772049793809472,0.4370301588190801,-3.901797506700027,1.1875623684999996,2.4541668382,BTC
2024-03-01 16:00:00,0.00064824,0.0162,61263.99,62387.9,61335.3,62430.6,-1.8980704910734723,0.6441119169264,16.204181382000055,-18.746363789999926,3.005664408,BTC
2024-03-02 00:00:00,0.0004601,0.0115,62387.9,62011.85,62430.6,62071.9,-2.0156818308100672,0.33032966919,-5.755172125000033,3.409160624999966,2.1464865,BTC
2024-03-03 00:00:00,0.00056396,0.01409,61987.28,61598.0,62039.9,61641.0,-1.9841215056636043,0.49298123003635996,-7.226271795199985,4.74916905950002,2.6126485357,BTC
2024-03-03 08:00:00,0.00046267,0.01156,61598.0,62164.63,61641.0,62210.7,-1.8523632854067973,0.32968474339320003,5.11954679719997,-7.301594825999967,2.1465588288,BTC
2024-03-03 16:00:00,0.00042989,0.01074,62164.63,63113.97,62210.7,63178.5,-1.9298646089809708,0.28722795901902,8.85041943600004,-11.067512004000031,2.018832168,BTC
2024-03-04 00:00:00,0.00044598,0.01114,63113.97,64066.62,63178.5,64120.6,-1.694436249229767,0.31388451037020004,9.195729227400017,-11.204049986999983,2.1258477596,BTC
2024-03-04 08:00:00,0.00055071,0.01376,64066.62,66451.65,64120.6,66505.4,-2.2055823417862968,0.48589113341376,31.022081404799884,-33.71355487999994,2.6946382752,BTC
2024-03-04 16:00:00,0.00046833,0.0117,66451.65,68245.71,66505.4,68296.4,-1.964333896410455,0.36441374558939993,19.414542888000145,-21.74329053,2.364549642,BTC
2024-03-05 00:00:00,0.0006362,0.0159,68245.71,66129.64,68296.4,66223.8,-3.2063189570882535,0.690857697912,-35.78208106500011,31.88490440999986,3.2060036550000004,BTC
2024-03-05 08:00:00,0.0004896,0.01224,66129.64,66773.05,66223.8,66841.3,-1.7270893064447579,0.3968596311552,6.248609474400042,-8.372558412,2.4410873376,BTC
2024-03-05 16:00:00,0.00082969,0.02074,66773.05,63724.01,66841.3,63747.4,-1.980127686394212,1.1501897570057802,-65.94359862440002,62.813281181000036,4.0607138434,BTC
2024-03-06 00:00:00,0.00088148,0.02203,63724.01,66676.46,63747.4,66759.4,-4.384230215011186,1.23791104108856,62.1697511459001,-67.79189240199985,4.310254756100001,BTC
2024-03-07 00:00:00,0.00049354,0.01233,66074.04,66387.78,66128.1,66447.8,-2.1216589497954788,0.40241251430442004,2.235159959400065,-4.759231423499964,2.4505846641,BTC
2024-03-07 16:00:00,0.00040984,0.01024,67260.01,66823.17,67317.1,66870.0,-1.6724734948965443,0.2825138203033601,-5.846253363199964,3.89126604800006,2.0600497152000004,BTC
2024-03-08 00:00:00,0.00054217,0.01355,66823.17,67223.02,66870.0,67308.5,-2.757838709954922,0.491254002045,3.6016416255000787,-6.8507343375000005,2.725385212,BTC
2024-03-08 16:00:00,0.00043497,0.01087,67617.6,68124.19,67685.8,68180.2,-1.7614128186293554,0.32002684867062,4.031120042699961,-6.112559709999937,2.2139449673000002,BTC
2024-03-09 00:00:00,0.00062913,0.01572,68124.19,68288.64,68180.2,68336.3,-2.4118704085674176,0.6742969690327201,0.44074431239995393,-3.526911690000092,3.2174293776000003,BTC
2024-03-10 16:00:00,0.00063451,0.01586,69194.83,68955.88,69254.7,69001.8,-2.3692645024056267,0.69693280319442,-5.980817260599954,2.9146199549999077,3.2874443056000002,BTC
